date,value
1992-01-01,554
1993-01-01,438
1994-01-01,882
1995-01-01,665
1996-01-01,839
1997-01-01,607
1998-01-01,816
1999-01-01,1409
2000-01-01,2271
2001-01-01,1338
2002-01-01,1962
2003-01-01,1730
2004-01-01,1377
2005-01-01,1762
2006-01-01,2646
2007-01-01,1627
2008-01-01,1190
2009-01-01,984
2010-01-01,698
2011-01-01,1431
2012-01-01,2726
2013-01-01,1022
2014-01-01,1023
2015-01-01,966
