date,value
1992-01-01,5195
1993-01-01,5287
1994-01-01,4489
1995-01-01,3520
1996-01-01,4414
1997-01-01,3070
1998-01-01,3508
1999-01-01,5384
2000-01-01,4995
2001-01-01,6225
2002-01-01,4683
2003-01-01,1315
2004-01-01,3058
2005-01-01,2704
2006-01-01,2855
2007-01-01,3998
2008-01-01,2744
2009-01-01,1757
2010-01-01,2144
2011-01-01,3181
2012-01-01,1971
2013-01-01,1626
2014-01-01,1893
2015-01-01,1299
