date,value
1992-01-01,556
1993-01-01,443
1994-01-01,710
1995-01-01,545
1996-01-01,1088
1997-01-01,595
1998-01-01,638
1999-01-01,1047
2000-01-01,977
2001-01-01,1118
2002-01-01,649
2003-01-01,664
2004-01-01,776
2005-01-01,749
2006-01-01,1049
2007-01-01,698
2008-01-01,447
2009-01-01,570
2010-01-01,353
2011-01-01,721
2012-01-01,838
2013-01-01,657
2014-01-01,542
2015-01-01,526
