date,value
1992-01-01,0
1993-01-01,0
1994-01-01,1
1995-01-01,0
1996-01-01,0
1997-01-01,0
1998-01-01,0
1999-01-01,0
2000-01-01,0
2001-01-01,0
2002-01-01,0
2003-01-01,0
2004-01-01,0
2005-01-01,18
2006-01-01,25
2007-01-01,21
2008-01-01,135
2009-01-01,47
2010-01-01,0
2011-01-01,34
2012-01-01,49
2013-01-01,19
2014-01-01,46
2015-01-01,85
