date,value
1992-01-01,77
1993-01-01,14
1994-01-01,9
1995-01-01,10
1996-01-01,8
1997-01-01,12
1998-01-01,26
1999-01-01,9
2000-01-01,13
2001-01-01,566
2002-01-01,576
2003-01-01,941
2004-01-01,687
2005-01-01,1242
2006-01-01,789
2007-01-01,964
2008-01-01,769
2009-01-01,816
2010-01-01,984
2011-01-01,603
2012-01-01,714
2013-01-01,60
2014-01-01,2
2015-01-01,4
