date,value
1992-01-01,107
1993-01-01,142
1994-01-01,133
1995-01-01,195
1996-01-01,83
1997-01-01,85
1998-01-01,171
1999-01-01,5
2000-01-01,87
2001-01-01,124
2002-01-01,116
2003-01-01,56
2004-01-01,70
2005-01-01,88
2006-01-01,111
2007-01-01,95
2008-01-01,102
2009-01-01,68
2010-01-01,98
2011-01-01,4
2012-01-01,100
2013-01-01,147
2014-01-01,125
2015-01-01,140
