date,value
1992-01-01,43
1993-01-01,54
1994-01-01,78
1995-01-01,1550
1996-01-01,824
1997-01-01,1133
1998-01-01,1168
1999-01-01,1583
2000-01-01,988
2001-01-01,2101
2002-01-01,1572
2003-01-01,344
2004-01-01,301
2005-01-01,786
2006-01-01,1268
2007-01-01,1446
2008-01-01,1287
2009-01-01,784
2010-01-01,1026
2011-01-01,813
2012-01-01,685
2013-01-01,581
2014-01-01,821
2015-01-01,597
