date,value
1992-01-01,202
1993-01-01,103
1994-01-01,290
1995-01-01,110
1996-01-01,27
1997-01-01,83
1998-01-01,30
1999-01-01,297
2000-01-01,126
2001-01-01,207
2002-01-01,107
2003-01-01,95
2004-01-01,87
2005-01-01,293
2006-01-01,372
2007-01-01,331
2008-01-01,366
2009-01-01,257
2010-01-01,418
2011-01-01,227
2012-01-01,576
2013-01-01,0
2014-01-01,0
2015-01-01,372
