date,value
1992-01-01,746
1993-01-01,269
1994-01-01,919
1995-01-01,530
1996-01-01,1032
1997-01-01,195
1998-01-01,198
1999-01-01,305
2000-01-01,571
2001-01-01,672
2002-01-01,670
2003-01-01,717
2004-01-01,409
2005-01-01,521
2006-01-01,769
2007-01-01,595
2008-01-01,449
2009-01-01,474
2010-01-01,631
2011-01-01,640
2012-01-01,1046
2013-01-01,581
2014-01-01,595
2015-01-01,632
