date,value
1992-01-01,1774
1993-01-01,986
1994-01-01,2022
1995-01-01,1213
1996-01-01,1091
1997-01-01,999
1998-01-01,1477
1999-01-01,1475
2000-01-01,1226
2001-01-01,1158
2002-01-01,1418
2003-01-01,1433
2004-01-01,1591
2005-01-01,1089
2006-01-01,1577
2007-01-01,1304
2008-01-01,1490
2009-01-01,2000
2010-01-01,1048
2011-01-01,1028
2012-01-01,1428
2013-01-01,1378
2014-01-01,1567
2015-01-01,1741
