date,value
1992-01-01,3494
1993-01-01,4639
1994-01-01,4519
1995-01-01,4502
1996-01-01,3761
1997-01-01,2250
1998-01-01,2679
1999-01-01,2736
2000-01-01,3859
2001-01-01,3186
2002-01-01,2918
2003-01-01,2916
2004-01-01,2843
2005-01-01,3690
2006-01-01,3319
2007-01-01,2443
2008-01-01,1898
2009-01-01,2333
2010-01-01,1617
2011-01-01,1912
2012-01-01,1760
2013-01-01,1665
2014-01-01,2828
2015-01-01,3819
