date,value
1992-01-01,16
1993-01-01,14
1994-01-01,47
1995-01-01,30
1996-01-01,30
1997-01-01,22
1998-01-01,31
1999-01-01,36
2000-01-01,48
2001-01-01,69
2002-01-01,128
2003-01-01,113
2004-01-01,76
2005-01-01,175
2006-01-01,348
2007-01-01,196
2008-01-01,94
2009-01-01,71
2010-01-01,40
2011-01-01,56
2012-01-01,73
2013-01-01,14
2014-01-01,59
2015-01-01,5887
