date,value
1992-01-01,614
1993-01-01,262
1994-01-01,644
1995-01-01,627
1996-01-01,386
1997-01-01,118
1998-01-01,170
1999-01-01,150
2000-01-01,115
2001-01-01,424
2002-01-01,308
2003-01-01,750
2004-01-01,467
2005-01-01,641
2006-01-01,534
2007-01-01,516
2008-01-01,444
2009-01-01,486
2010-01-01,584
2011-01-01,309
2012-01-01,711
2013-01-01,455
2014-01-01,264
2015-01-01,523
