date,value
1992-01-01,10833
1993-01-01,8270
1994-01-01,8654
1995-01-01,7381
1996-01-01,9173
1997-01-01,7930
1998-01-01,6864
1999-01-01,8910
2000-01-01,6977
2001-01-01,8182
2002-01-01,7133
2003-01-01,7913
2004-01-01,7418
2005-01-01,6678
2006-01-01,8271
2007-01-01,10151
2008-01-01,7744
2009-01-01,6940
2010-01-01,5776
2011-01-01,8562
2012-01-01,7208
2013-01-01,8723
2014-01-01,6494
2015-01-01,7365
