date,value
1992-01-01,25
1993-01-01,17
1994-01-01,80
1995-01-01,56
1996-01-01,59
1997-01-01,57
1998-01-01,43
1999-01-01,75
2000-01-01,114
2001-01-01,77
2002-01-01,183
2003-01-01,161
2004-01-01,169
2005-01-01,177
2006-01-01,122
2007-01-01,822
2008-01-01,611
2009-01-01,715
2010-01-01,610
2011-01-01,832
2012-01-01,1223
2013-01-01,423
2014-01-01,723
2015-01-01,599
