date,value
1992-01-01,1642
1993-01-01,743
1994-01-01,2984
1995-01-01,1052
1996-01-01,1993
1997-01-01,993
1998-01-01,1909
1999-01-01,2089
2000-01-01,2428
2001-01-01,1603
2002-01-01,1597
2003-01-01,2471
2004-01-01,1503
2005-01-01,1497
2006-01-01,2460
2007-01-01,1997
2008-01-01,1532
2009-01-01,1662
2010-01-01,1140
2011-01-01,1190
2012-01-01,1854
2013-01-01,1359
2014-01-01,1203
2015-01-01,1866
