date,value
1992-01-01,17
1993-01-01,19
1994-01-01,20
1995-01-01,22
1996-01-01,12
1997-01-01,12
1998-01-01,18
1999-01-01,30
2000-01-01,14
2001-01-01,35
2002-01-01,628
2003-01-01,407
2004-01-01,193
2005-01-01,783
2006-01-01,874
2007-01-01,514
2008-01-01,652
2009-01-01,633
2010-01-01,583
2011-01-01,201
2012-01-01,724
2013-01-01,639
2014-01-01,875
2015-01-01,807
