date,value
1992-01-01,3
1993-01-01,7
1994-01-01,4
1995-01-01,5
1996-01-01,0
1997-01-01,3
1998-01-01,13
1999-01-01,8
2000-01-01,0
2001-01-01,1
2002-01-01,1
2003-01-01,0
2004-01-01,0
2005-01-01,2
2006-01-01,3
2007-01-01,1
2008-01-01,1
2009-01-01,1
2010-01-01,1
2011-01-01,2
2012-01-01,5
2013-01-01,1
2014-01-01,1
2015-01-01,3
