date,value
1992-01-01,611
1993-01-01,672
1994-01-01,541
1995-01-01,963
1996-01-01,315
1997-01-01,585
1998-01-01,580
1999-01-01,681
2000-01-01,346
2001-01-01,963
2002-01-01,664
2003-01-01,624
2004-01-01,467
2005-01-01,472
2006-01-01,623
2007-01-01,481
2008-01-01,466
2009-01-01,483
2010-01-01,505
2011-01-01,365
2012-01-01,560
2013-01-01,444
2014-01-01,333
2015-01-01,406
