date,value
1992-01-01,93
1993-01-01,137
1994-01-01,3452
1995-01-01,4230
1996-01-01,4048
1997-01-01,2591
1998-01-01,3566
1999-01-01,4501
2000-01-01,6264
2001-01-01,3309
2002-01-01,2926
2003-01-01,1824
2004-01-01,3054
2005-01-01,2547
2006-01-01,3947
2007-01-01,3833
2008-01-01,2012
2009-01-01,1372
2010-01-01,2913
2011-01-01,2042
2012-01-01,1747
2013-01-01,1670
2014-01-01,2418
2015-01-01,2074
