date,value
1992-01-01,1468
1993-01-01,2300
1994-01-01,1913
1995-01-01,2603
1996-01-01,2689
1997-01-01,914
1998-01-01,816
1999-01-01,1665
2000-01-01,1643
2001-01-01,1290
2002-01-01,1535
2003-01-01,1639
2004-01-01,1688
2005-01-01,2768
2006-01-01,3265
2007-01-01,1334
2008-01-01,2165
2009-01-01,2049
2010-01-01,2146
2011-01-01,2542
2012-01-01,1655
2013-01-01,795
2014-01-01,1172
2015-01-01,1185
