date,value
1992-01-01,1
1993-01-01,1
1994-01-01,6
1995-01-01,2
1996-01-01,0
1997-01-01,2
1998-01-01,2
1999-01-01,3
2000-01-01,0
2001-01-01,0
2002-01-01,6
2003-01-01,9
2004-01-01,16
2005-01-01,26
2006-01-01,4
2007-01-01,5
2008-01-01,5
2009-01-01,1
2010-01-01,2
2011-01-01,0
2012-01-01,97
2013-01-01,126
2014-01-01,55
2015-01-01,87
