date,value
1992-01-01,481
1993-01-01,861
1994-01-01,640
1995-01-01,418
1996-01-01,718
1997-01-01,721
1998-01-01,408
1999-01-01,482
2000-01-01,364
2001-01-01,361
2002-01-01,538
2003-01-01,478
2004-01-01,694
2005-01-01,619
2006-01-01,301
2007-01-01,513
2008-01-01,369
2009-01-01,513
2010-01-01,691
2011-01-01,508
2012-01-01,409
2013-01-01,592
2014-01-01,393
2015-01-01,771
