date,value
1992-01-01,4478
1993-01-01,4015
1994-01-01,3356
1995-01-01,4992
1996-01-01,4923
1997-01-01,2783
1998-01-01,3424
1999-01-01,5436
2000-01-01,7984
2001-01-01,2888
2002-01-01,2832
2003-01-01,1913
2004-01-01,2812
2005-01-01,3520
2006-01-01,5533
2007-01-01,2767
2008-01-01,2016
2009-01-01,1966
2010-01-01,2926
2011-01-01,1614
2012-01-01,1218
2013-01-01,1488
2014-01-01,2224
2015-01-01,2122
