date,value
1992-01-01,1168
1993-01-01,1457
1994-01-01,907
1995-01-01,1648
1996-01-01,2843
1997-01-01,770
1998-01-01,2026
1999-01-01,1775
2000-01-01,2627
2001-01-01,771
2002-01-01,1229
2003-01-01,1147
2004-01-01,1040
2005-01-01,6901
2006-01-01,15022
2007-01-01,5477
2008-01-01,18067
2009-01-01,14142
2010-01-01,9351
2011-01-01,19453
2012-01-01,7623
2013-01-01,9735
2014-01-01,8538
2015-01-01,8304
