date,value
1992-01-01,4222
1993-01-01,4548
1994-01-01,3530
1995-01-01,3186
1996-01-01,4697
1997-01-01,3912
1998-01-01,4813
1999-01-01,5484
2000-01-01,6499
2001-01-01,4887
2002-01-01,3131
2003-01-01,2150
2004-01-01,3618
2005-01-01,2395
2006-01-01,5115
2007-01-01,4589
2008-01-01,3105
2009-01-01,3016
2010-01-01,2373
2011-01-01,5029
2012-01-01,3107
2013-01-01,2163
2014-01-01,2144
2015-01-01,2548
