date,value
1992-01-01,55
1993-01-01,65
1994-01-01,73
1995-01-01,106
1996-01-01,56
1997-01-01,1394
1998-01-01,1836
1999-01-01,3454
2000-01-01,2674
2001-01-01,2521
2002-01-01,1485
2003-01-01,31
2004-01-01,69
2005-01-01,2041
2006-01-01,2183
2007-01-01,3393
2008-01-01,1429
2009-01-01,1477
2010-01-01,1904
2011-01-01,1195
2012-01-01,1203
2013-01-01,638
2014-01-01,1260
2015-01-01,612
