date,value
1992-01-01,6459
1993-01-01,9111
1994-01-01,6584
1995-01-01,7968
1996-01-01,9872
1997-01-01,7234
1998-01-01,7301
1999-01-01,11138
2000-01-01,10549
2001-01-01,9572
2002-01-01,7804
2003-01-01,4567
2004-01-01,8127
2005-01-01,6049
2006-01-01,8925
2007-01-01,8717
2008-01-01,5807
2009-01-01,4176
2010-01-01,5874
2011-01-01,8414
2012-01-01,4949
2013-01-01,3252
2014-01-01,4063
2015-01-01,2355
