date,value
1992-01-01,128
1993-01-01,151
1994-01-01,167
1995-01-01,240
1996-01-01,224
1997-01-01,1040
1998-01-01,1156
1999-01-01,2224
2000-01-01,2363
2001-01-01,1266
2002-01-01,1001
2003-01-01,1664
2004-01-01,1364
2005-01-01,2296
2006-01-01,2571
2007-01-01,1301
2008-01-01,883
2009-01-01,1076
2010-01-01,2220
2011-01-01,2546
2012-01-01,2351
2013-01-01,847
2014-01-01,1295
2015-01-01,1289
