date,value
1992-01-01,12
1993-01-01,11
1994-01-01,16
1995-01-01,32
1996-01-01,17
1997-01-01,19
1998-01-01,17
1999-01-01,34
2000-01-01,14
2001-01-01,22
2002-01-01,14
2003-01-01,5
2004-01-01,21
2005-01-01,417
2006-01-01,718
2007-01-01,598
2008-01-01,530
2009-01-01,261
2010-01-01,168
2011-01-01,133
2012-01-01,163
2013-01-01,127
2014-01-01,123
2015-01-01,150
