date,value
1992-01-01,2195
1993-01-01,698
1994-01-01,3336
1995-01-01,1433
1996-01-01,1974
1997-01-01,1130
1998-01-01,1758
1999-01-01,1916
2000-01-01,1749
2001-01-01,1683
2002-01-01,1511
2003-01-01,1657
2004-01-01,1138
2005-01-01,1144
2006-01-01,1888
2007-01-01,1589
2008-01-01,986
2009-01-01,1198
2010-01-01,1150
2011-01-01,1318
2012-01-01,1189
2013-01-01,1566
2014-01-01,1215
2015-01-01,1277
