date,value
1992-01-01,364
1993-01-01,304
1994-01-01,129
1995-01-01,487
1996-01-01,107
1997-01-01,365
1998-01-01,310
1999-01-01,711
2000-01-01,1756
2001-01-01,3262
2002-01-01,3512
2003-01-01,4934
2004-01-01,4062
2005-01-01,7700
2006-01-01,6631
2007-01-01,6319
2008-01-01,7156
2009-01-01,5764
2010-01-01,6181
2011-01-01,3740
2012-01-01,3944
2013-01-01,2890
2014-01-01,4358
2015-01-01,5884
