date,value
1992-01-01,5696
1993-01-01,4808
1994-01-01,5739
1995-01-01,5253
1996-01-01,4238
1997-01-01,4512
1998-01-01,4324
1999-01-01,4041
2000-01-01,4987
2001-01-01,8143
2002-01-01,5590
2003-01-01,2041
2004-01-01,4343
2005-01-01,4045
2006-01-01,5059
2007-01-01,7284
2008-01-01,4382
2009-01-01,3319
2010-01-01,4100
2011-01-01,5427
2012-01-01,3559
2013-01-01,3329
2014-01-01,4587
2015-01-01,2471
