date,value
1992-01-01,49
1993-01-01,81
1994-01-01,178
1995-01-01,180
1996-01-01,72
1997-01-01,675
1998-01-01,957
1999-01-01,1879
2000-01-01,1587
2001-01-01,2061
2002-01-01,1050
2003-01-01,956
2004-01-01,1238
2005-01-01,1766
2006-01-01,1884
2007-01-01,2081
2008-01-01,1563
2009-01-01,1419
2010-01-01,1913
2011-01-01,1032
2012-01-01,1263
2013-01-01,1003
2014-01-01,1446
2015-01-01,756
