date,value
1992-01-01,977
1993-01-01,1809
1994-01-01,2668
1995-01-01,1665
1996-01-01,2101
1997-01-01,1380
1998-01-01,1294
1999-01-01,1231
2000-01-01,2794
2001-01-01,1701
2002-01-01,2077
2003-01-01,1969
2004-01-01,1229
2005-01-01,1582
2006-01-01,1996
2007-01-01,1428
2008-01-01,864
2009-01-01,1448
2010-01-01,1145
2011-01-01,2197
2012-01-01,1174
2013-01-01,1078
2014-01-01,893
2015-01-01,778
